主导申请人名称,统一社会信用代码,申请人城市,当前权利人,专利数,IPC主分类号数,首次申请年份,最近申请年份,主体类型判断,是否广东样本城市,是否头部关键词命中,推荐补录优先级,补录建议
北京理工大学,12100000400009127B; 91610000755233953C,北京,北京理工大学; 西北工业集团有限公司,3,3,2020,2021,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京理工大学长三角研究院(嘉兴),12330400MB1H78024K; 12100000400009127B; 12330000470009050B,嘉兴,北京理工大学长三角研究院(嘉兴); 北京理工大学; 嘉兴大学,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京电子工程总体研究所,; 9113010033631568X1,北京,北京电子工程总体研究所; 河北冀翔通电子科技有限公司,3,3,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京电子科技职业学院,1211000077155065XC,北京,北京电子科技职业学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京石油化工学院,12110000400966488R,北京,北京石油化工学院,3,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京科技大学,121000004000022245;,北京,北京科技大学; 中国人民解放军63983部队,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京航天控制仪器研究所,,北京,北京航天控制仪器研究所,3,3,2022,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京航空航天大学,12100000400011227Y; 12440300564228932C,北京,北京航空航天大学; 深圳北航新兴产业技术研究院,3,3,2021,2021,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北星空间信息技术研究院(南京)有限公司,91320111MA20B8PCXA,南京,北星空间信息技术研究院(南京)有限公司,3,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
华电郑州机械设计研究院有限公司,91410100415800018L,郑州,华电郑州机械设计研究院有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南昌航空大学,12360000491012291R; 9136072205882490XA,南昌,南昌航空大学; 朝阳聚声泰(信丰)科技有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南通先进通信技术研究院有限公司,91320600MA1M9EWE43; 12320000466012919A,南通,南通先进通信技术研究院有限公司; 南通大学,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南通职业大学,123206004675401829,南通,南通职业大学,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
厦门海洋职业技术学院,12350000B36952257C,厦门,厦门海洋职业技术学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
合肥综合性国家科学中心人工智能研究院(安徽省人工智能实验室),12340000MB1B139622,合肥,合肥综合性国家科学中心人工智能研究院(安徽省人工智能实验室),3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
吉林化工学院,12220000605297468L,吉林,吉林化工学院,3,3,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
四川大学锦江学院,5251000078912232XF,眉山,四川大学锦江学院,3,3,2021,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
四川省公路规划勘察设计研究院有限公司,915100006991924207,成都,四川省公路规划勘察设计研究院有限公司,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
国网安徽省电力有限公司电力科学研究院,91340000X103000071; 91340100731648505D,合肥,国网安徽省电力有限公司电力科学研究院; 安徽继远软件有限公司,3,3,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
国网江苏省电力有限公司经济技术研究院,91320106598026482Q,南京,国网江苏省电力有限公司经济技术研究院,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
国网江西省电力有限公司电力科学研究院,91360111MA35JFGC18; 9111000071093123XX; 91360111568653303G,南昌,国网江西省电力有限公司电力科学研究院; 国家电网有限公司; 南昌科晨电力试验研究有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
国网电力科学研究院武汉南瑞有限责任公司,914201007145038496,武汉,国网电力科学研究院武汉南瑞有限责任公司,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
大连东软信息学院,52210000765445386A,大连,大连东软信息学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
天津中德应用技术大学,12120000401200249U,天津,天津中德应用技术大学,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
宁夏回族自治区国土资源调查监测院(宁夏回族自治区地质灾害应急中心、宁夏回族自治区矿产资源储量评审中心),,银川,宁夏回族自治区国土资源调查监测院(宁夏回族自治区地质灾害应急中心、宁夏回族自治区矿产资源储量评审中心); 福建初阳信息科技有限公司,3,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
宁波杭州湾新材料研究院,; 121000007178168758,宁波,宁波杭州湾新材料研究院; 中国科学院宁波材料技术与工程研究所,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
安徽省(水利部淮河水利委员会)水利科学研究院(安徽省水利工程质量检测中心站),12340000485004287G,合肥,安徽省(水利部淮河水利委员会)水利科学研究院(安徽省水利工程质量检测中心站),3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
安徽省农业科学院植物保护与农产品质量安全研究所,123400004850026601,合肥,安徽省农业科学院植物保护与农产品质量安全研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东建筑大学,123700004955708561,济南,山东建筑大学,3,3,2018,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东省农业技术推广中心(山东省农业农村发展研究中心),12370000MB2338857C,济南,山东省农业技术推广中心(山东省农业农村发展研究中心),3,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
山东省农业科学院,12370000495572931K,济南,山东省农业科学院,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东航空学院,,滨州,山东航空学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山西农业大学,121400004078408020,太原,山西农业大学,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
常州大学怀德学院,123200006907604871,泰州,常州大学怀德学院,3,3,2018,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
广东省农业科学院农业经济与信息研究所,124400004558615367,广州,广东省农业科学院农业经济与信息研究所,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广东省国土资源测绘院,12440000455860779Q,广州,广东省国土资源测绘院,3,3,2023,2024,其他组织,是,否,P3-非企业主体,建议人工判断是否纳入
广东科贸职业学院,124400004558598230,广州,广东科贸职业学院,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广州市城市规划勘测设计研究院有限公司,91440101455351720Q,广州,广州市城市规划勘测设计研究院有限公司,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广州科技职业技术大学,52440000770182963F,广州,广州科技职业技术大学,3,3,2021,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广西壮族自治区自然资源遥感院,,南宁,广西壮族自治区自然资源遥感院,3,3,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
扬州市职业大学(扬州开放大学),123210004688299308,扬州,扬州市职业大学(扬州开放大学),3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
承德石油高等专科学校,121300004019434217,承德,承德石油高等专科学校,3,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
有研(广东)新材料技术研究院,12440000MB2D784791,佛山,有研(广东)新材料技术研究院,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
李泽波,,北京,李泽波,3,3,2019,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
核工业航测遥感中心,,石家庄,核工业航测遥感中心,3,3,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
桂林电子科技大学,1245000049867145XC; 91450100MA5Q35TL6E,桂林,桂林电子科技大学; 南宁桂电电子科技研究院有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
榆林学院,126100004366899378,榆林,榆林学院,3,3,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江汉大学,124201004413501027,武汉,江汉大学,3,3,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏商贸职业学院,123200004675420810,南通,江苏商贸职业学院,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏智慧工场技术研究院有限公司,91320211MA1UR9D00K,无锡,江苏智慧工场技术研究院有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏省环境科学研究院,123200004660037644,南京,江苏省环境科学研究院,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏省电力试验研究院有限公司,91320000735725643R; 913200005737881574,南京,江苏省电力试验研究院有限公司; 国网江苏省电力有限公司电力科学研究院,3,3,2021,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江西农业大学,12360000491015759G,南昌,江西农业大学,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
沈观清,,北京,沈观清,3,3,2018,2020,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
沈阳农业大学,12210000463006572U,沈阳,沈阳农业大学,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
沈阳建筑大学,12210000463001421R,沈阳,沈阳建筑大学,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
河北工程大学,12130000402588388C,邯郸,河北工程大学,3,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
河南省地质研究院,12410000MB1L51677K,郑州,河南省地质研究院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
河海大学,121000004660068699; 91530427MA6NDQTW7K,南京,河海大学; 新平褚氏农业有限公司,3,3,2021,2022,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
浙大城市学院,12330100MB1B92074X,杭州,浙大城市学院,3,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
